airport-id,airport-name,latitude,longitude
MII,Marilia                                 ,-22.195,-49.9264
MIJ,XXX,6.0833,171.75
MIK,MIKKELI,61.6864,27.2
MIL,MILANO/BRESSO,45.5406,9.2022
MIM,Merimbula                               ,-36.9106,149.9017
MIP,RAMON AFB,30.7761,34.6667
MIR,Monastir                                ,35.7581,10.7547
MIS,Misima Island                           ,-10.6929,152.8404
MIU,Maiduguri,11.8817,13.1417
MIV,MILLVILLE MUNI,39.3678,-75.0722
MJA,  Manja,-21.417,44.317
MJB,XXX,10.2833,170.8833
MJD,Mohenjodaro,27.3352,68.1431
MJE,XXX,7.8333,168.1667
MJF,Mosjoen                                 ,65.7836,13.2153
MJI,TRIPOLI/MITIGA,32.8944,13.2778
MJK,  Monkey Mia,-25.8939,113.5772
MJL,MOUILLA,-1.85,11.0667
MJM,MBUJI MAYI,-6.1167,23.5667
MJN,Mahajanga,-15.6666,46.3511
MJP,MANJIMUP,-34.265,116.14
MJT,Mytilini                                ,39.0578,26.5986
MJU,Mamuju,-2.683,118.9
MJV,Murcia,37.775,-0.8124
MJZ,Mirny,62.5333,114.0333
MKC,KANSAS CITY CH.B.WHEELER DOWNT,39.1232,-94.5927
MKE,Milwaukee General Mitchell Intl Apt,42.9472,-87.8966
MKG,Muskegon,43.1695,-86.2382
MKJ,MAKOUA,-0.0192,15.5819
MKK,Hoolehua                                ,21.1529,-157.0963
MKL,Jackson                                 ,35.5998,-88.9156
MKM,Mukah,2.9064,112.08
MKP,Makemo                                  ,-16.5833,-143.65
MKQ,Merauke                                 ,-8.5211,140.4169
MKR,MEEKATHARRA,-26.6131,118.5464
MKU,MAKOKOU,0.5833,12.9167
MKW,Manokwari                               ,-0.8936,134.0503
MKY,Mackay,-21.1717,149.18
MKZ,MALACCA,2.2631,102.2525
MLA,Malta,35.8575,14.4775
MLB,Melbourne,28.1027,-80.6295
MLC,MC ALESTER REGIONAL,34.8822,-95.7833
MLD,MALAD CITY,42.1667,-112.2967
MLE,Male                                    ,4.1917,73.5292
MLF,MILFORD MUNI/B&J BRISCOE FIELD,38.4266,-113.0125
MLG,Malang,-7.9266,112.7145
MLH,Mulhouse,47.61,7.5292
MLI,Moline,41.4485,-90.5075
MLL,Marshall,61.8833,-162.0667
MLM,Morelia                                 ,19.8499,-101.0254
MLN,Melilla,35.2798,-2.9563
MLO,Milos,36.6961,24.4775
MLP,MALABANG,7.6186,124.0544
MLS,Miles City,46.4281,-105.8856
MLT,MILLINOCKET MUNI,45.6483,-68.685
MLU,Monroe,32.5117,-92.0383
MLW,Monrovia Spriggs Payne Apt,6.2843,-10.7668
MLX,Malatya,38.4322,38.0831
MLY,Manley Hot Springs,64.9976,-150.6441
MLZ,MELO,-32.3425,-54.2219
MMB,Memambetsu,43.8806,144.1641
MMD,MINAMI DAITO,25.85,131.2583
MME,Durham,54.5092,-1.4294
MMG,MOUNT MAGNET,-28.1167,117.8431
MMH,Mammoth Lakes,37.624,-118.8378
MMJ,Matsumoto,36.1668,137.9227
MMK,Murmansk,68.7817,32.7467
MMM,MIDDLEMOUNT,-22.8025,148.7047
MMO,Maio Island                             ,15.1558,-23.2136
MMT,MC ENTIRE AIR NATIONAL GUARD,33.9208,-80.8011
MMU,Morristown,40.7992,-74.415
MMV,Milei,-9.0802,147.6028
MMX,Malmo Airport                           ,55.5483,13.3533
MMY,Miyako Jima                             ,24.7833,125.2944
MMZ,  Maimana,35.9386,64.7692
MNA,Melangguane,4.0069,126.6731
MNB,  Moanda,-5.9309,12.3518
MNF,  Mana Island,-17.6731,177.0983
MNG,Maningrida                              ,-12.06,134.2333
MNH,MINNERIYA,8.05,80.9711
MNI,Montserrat,16.7914,-62.1933
MNJ,  Mananjary,-21.2018,48.3583
MNL,Manila Ninoy Aquino International Apt,14.5099,121.0139
MNQ,MONTO,-24.8917,151.1083
MNR,MONGU,-15.225,23.1528
MNS,Mansa                                   ,-11.1333,28.8667
MNT,Minto,65.1437,-149.37
MNU,MAWLAMYINE,16.4405,97.6572
MNX,MANICORE,-5.8167,-61.2833
MNY,XXX,-7.35,155.5
MOA,Moa,20.6542,-74.9219
MOB,Mobile Municipal Apt,30.6912,-88.2428
MOC,Montes Claros                           ,-16.7044,-43.8203
MOD,Modesto,37.6167,-120.95
MOE,MOMEIK,23.0919,96.6531
MOF,Maumere,-8.6378,122.2375
MOG,MONGHSAT,20.5344,99.2627
MOI,Mitiaro Island                          ,-19.8425,-157.7033
MOL,Molde,62.7447,7.2625
MON,MOUNT COOK,-43.765,170.1333
MOO,MOOMBA,-28.1,140.1967
MOQ,Morondava,-20.2847,44.3176
MOT,Minot International Apt,48.2594,-101.2803
MOU,Mountain Village,62.0954,-163.6821
MOV,Moranbah,-22.0583,148.0767
MOZ,Moorea                                  ,-17.4917,-149.7606
MPA,Katima Mulilo,-17.6342,24.1767
MPH,Caticlan,11.9245,121.9541
MPI,  Mamitupo,9.167,-77.967
MPK,MOKPO,34.7589,126.3811
MPL,Montpellier Mediterranee Apt            ,43.5833,3.9614
MPM,Maputo,-25.9319,32.5764
MPN,Mount Pleasant                          ,-51.8233,-58.4467
MPP,Mulatupo,8.933,-77.733
MPV,EDWARD F KNAPP STATE/BARRE,44.2035,-72.5623
MPW,MARIUPOL INTL,47.0764,37.4511
MQB,MACOMB MUNI,40.5203,-90.6522
MQF,Magnitogorsk                            ,53.3933,58.7567
MQH,MINACU,-13.55,-48.2
MQL,Mildura                                 ,-34.2308,142.0842
MQM,Mardin,37.2328,40.6406
MQN,Mo I Rana                               ,66.25,14.3014
MQP,Nelspruit,-25.3832,31.1056
MQQ,MOUNDOU,8.6203,16.0683
MQS,MUSTIQUE,12.8877,-61.18
MQT,Marquette,46.3536,-87.3954
MQU,MARIQUITA/MARQUITA,5.2125,-74.8836
MQX,Mekele,13.4733,39.5182
MQY,SMYRNA,36.009,-86.52
MQZ,MARGARET RIVER,-33.93,115.1
MRA,Misurata                                ,32.325,15.061
MRB,MARTINSBURG EASTERN WV REG.,39.4019,-77.9844
MRD,MERIDA,8.5833,-71.1667
MRE,Masai Mara,-1.167,35.083
MRG,MAREEBA,-17.0708,145.4219
MRM,  Manare,-9.2,147.617
MRO,Masterton,-40.9733,175.6336
MRQ,MARINDUQUE,13.3286,121.8472
MRR,MACARA,-4.3783,-79.9411
MRS,Marseille Provence Apt,43.4367,5.215
MRU,Mauritius,-20.43,57.6831
MRV,Mineralnye Vody,44.225,43.0833
MRW,LOLLAND FALSTER/MARIBO,54.7,11.4414
MRX,Bandar Mahshahr                         ,30.5589,49.1506
MRY,Monterey Peninsula Apt                  ,36.587,-121.8429
MRZ,Moree                                   ,-29.4983,149.8453
MSA,Muskrat Dam                             ,53.4411,-91.7631
MSE,Manston,51.3422,1.3461
MSJ,Misawa,40.7052,141.3719
MSL,Muscle Shoals,34.7453,-87.6103
MSN,Madison,43.1399,-89.3375
MSO,Missoula,46.9163,-114.0906
MSP,Minneapolis International Apt           ,44.882,-93.2218
MSQ,Minsk International Apt,53.8825,28.0325
MSR,Mus,38.7447,41.6539
MSS,Massena,44.9358,-74.8456
MST,Maastricht/Aachen,50.9158,5.7769
MSU,Maseru,-29.4437,27.5575
MSW,Massawa,15.6711,39.368
MSY,New Orleans Louis Armstrong Intl Apt    ,29.9934,-90.258
MSZ,  Namibe,-15.2612,12.1468
MTE,MONTE ALEGRE,-1.9964,-54.0708
MTH,  Marathon,24.7262,-81.0514
MTJ,Montrose,38.5098,-107.8942
MTL,MAITLAND,-32.7033,151.4883
MTM,Metlakatla,55.131,-131.5781
MTN,BALTIMORE MARTIN STATE,39.3256,-76.4139
MTP,MONTAUK,41.0765,-71.9208
MTQ,MITCHELL,-26.4917,147.9417
MTR,Monteria,8.8236,-75.8258
MTS,Manzini,-26.5239,31.3111
MTT,Minatitlan                              ,18.1033,-94.5806
MTV,Mota Lava                               ,-13.666,167.712
MTY,Monterrey General Mariano Escobedo Apt  ,25.7759,-100.1065
MUA,Munda,-8.327,157.263
MUB,Maun                                    ,-19.9725,23.4281
MUC,Munich International Airport            ,48.3538,11.7861
MUE,Kamuela,20.0013,-155.6681
MUH,Mersa Matruh,31.3253,27.2217
MUK,Mauke Island                            ,-20.1361,-157.3453
MUN,Maturin                                 ,9.7511,-63.1525
MUO,MOUNTAIN HOME AFB,43.0435,-115.8726
MUR,Marudi,4.1775,114.3219
MUW,Mascara,35.2169,0.1483
MUX,Multan,30.2032,71.4191
MUZ,  Musoma,-1.483,33.8
MVB,FRANCEVILLE/MVENGUE,-1.6519,13.4347
MVD,Montevideo,-34.8378,-56.0303
MVF,MOSSORO/DIX SEPT ROSADO,-5.1964,-37.3619
MVP,Mitu,1.2536,-70.2342
MVQ,MOGILEV,53.9556,30.0961
MVR,Maroua                                  ,10.4547,14.2531
MVS,  Mucuri,-18.0489,-39.8642
MVT,Mataiva                                 ,-14.8658,-148.7161
MVY,Martha's Vineyard,41.393,-70.6143
MVZ,MASVINGO,-20.0595,30.8619
MWA,Marion                                  ,37.755,-89.0111
MWE,MEROWE,18.4554,31.8187
MWF,  Naone,-14.9972,168.0811
MWH,MOSES LAKE/GRANT COUNTY INTL,47.2077,-119.3202
MWL,MINERAL WELLS,32.7817,-98.0603
MWQ,  Magwe,20.1655,94.9412
MWX,Muan,34.9914,126.3828
MWZ,Mwanza,-2.4441,32.9319
MXF,MAXWELL AFB,32.4639,-86.3661
MXH,Moro,-6.3633,143.2381
MXJ,MINNA,9.6394,6.4708
MXL,Mexicali                                ,32.6307,-115.2419
MXM,  Morombe,-21.7539,43.3755
MXN,MORLAIX/PLOUJEAN,48.6008,-3.8167
MXP,Milan Malpensa Apt,45.63,8.7231
MXT,  Maintirano,-18.05,44.033
MXV,Moron                                   ,49.6583,103.6917
MXX,MORA SILJAN,60.9586,14.5106
MXZ,Meixian,24.35,116.133
MYA,Moruya                                  ,-35.9042,150.1394
MYC,MARACAY/EL LIBERTADOR,10.1833,-67.5667
MYD,Malindi                                 ,-3.2232,40.1005
MYE,Miyake Jima,34.0722,139.5597
MYG,Mayaguana                               ,22.3795,-73.0135
MYI,  Murray Island,-9.9167,144.055
MYJ,Matsuyama                               ,33.8272,132.6997
MYL,MC CALL MUNICIPAL,44.8897,-116.1014
MYN,MARIB,15.4681,45.3278
MYP,MARY,37.6194,61.8967
MYQ,Mysore,12.3072,76.6497
MYR,Myrtle Beach AFB                        ,33.6797,-78.9283
MYT,Myitkyina                               ,25.3882,97.3567
MYU,Mekoryuk,60.3714,-166.2706
MYV,YUBA COUNTY/MARYSVILLE,39.0983,-121.57
MYW,Mtwara,-10.3361,40.182
MYY,Miri                                    ,4.3253,113.9883
MZA,  Muzaffarnagar,29.483,77.7
MZB,MOCIMBOA DA PRAIA,-11.35,40.35
MZG,Makung                                  ,23.5722,119.6222
MZH,Amasya                                  ,40.8325,35.5164
MZI,MOPTI,14.5086,-4.0842
MZJ,MARANA/PINAL AIRPARK,32.5098,-111.3253
MZL,Manizales,5.0303,-75.4672
MZM,METZ/FRESCATY,49.0764,6.1339
MZO,Manzanillo,20.2881,-77.0892
MZQ,MKUZI,-27.6333,32.05
MZR,Mazar-e Sharif,36.7042,67.2083
MZT,Mazatlan                                ,23.1614,-106.2644
MZU,MUZAFFARPUR,26.1169,85.315
MZV,Mulu,4.0483,114.805
MZW,Mecheria,33.5219,-0.2831
NAA,Narrabri                                ,-30.3208,149.8261
NAE,NATITINGOU,10.3833,1.3667
NAG,Nagpur,21.0919,79.0483
NAH,Naha,3.6832,125.528
NAJ,Nakchivan,39.1888,45.4584
NAK,NAKHON RATCHASIMA,14.9494,102.3156
NAL,NALCHIK,43.5133,43.6378
NAN,Nadi,-17.7564,177.4436
NAO,Nanchong                                ,30.754,106.062
NAP,Naples Capodichino Apt,40.8844,14.2908
NAQ,Qaanaaq,77.4887,-69.3887
NAS,Nassau International Apt                ,25.039,-77.4662
NAT,Natal,-5.9083,-35.2492
NAU,Napuka                                  ,-14.1768,-141.2673
NAV,Nevsehir,38.7764,34.5264
NAW,Narathiwat,6.5233,101.7447
NAY,Beijing Nanyuan Apt,39.9608,116.2567
NAZ,XXX,-10.7833,162.3
NBB,BERYOZOVO,63.9183,65.01
NBC,Nizhnekamsk,55.5633,52.095
NBE,Enfidha                                 ,36.0758,10.4386
NBG,NEW ORLEANS NAS JRB,29.8253,-90.035
NBK,BANGKOK SUVARNABHUMI INTL,13.6857,100.749
NBO,Nairobi Jomo Kenyatta International Apt,-1.3192,36.9278
NBS,Chang Bai Shan,42.0881,127.5489
NBW,GUANTANAMO US-NAVAL AIR BASE,19.9067,-75.2067
NBX,Nabire,-3.3682,135.4964
NCA,NORTH CAICOS,21.9176,-71.9396
NCE,Nice                                    ,43.6653,7.215
NCL,Newcastle                               ,55.0375,-1.6917
NCS,NEWCASTLE,-27.7729,29.9764
NCU,Nukus,42.4883,59.6233
NCY,ANNECY/MEYTHET,45.9308,6.1064
NDB,Nouadhibou,20.9283,-17.0311
NDC,Nanded,19.1819,77.3186
NDE,  Mandera,3.933,41.85
NDG,Qiqihar,47.2383,123.9183
NDJ,N'Djamena                               ,12.1249,15.0248
NDK,Namdrik Island,5.633,168.116
NDR,Nador,34.9892,-3.0278
NDU,Rundu                                   ,-17.9561,19.7206
NDY,Sanday                                  ,59.2503,-2.5767
NEC,NECOCHEA,-38.4833,-58.8167
NEG,  Negril,18.3642,-78.3056
NER,Neryungri                               ,56.9133,124.9117
NEU,SAMNEUA,20.4,104.05
NEV,Nevis                                   ,17.2056,-62.594
NEW,NEW ORLEANS/LAKEFRONT,30.0424,-90.0283
NFL,FALLON NAS/VAN VOORHIS FLD,39.4166,-118.701
NFO,Mata'aho (TO),-15.6,-175.65
NFW,FORT WORTH NAS JRB,32.77,-97.4417
NGA,YOUNG,-34.25,148.2483
NGB,Ningbo,29.8233,121.4633
NGE,Ngaoundere                              ,7.3592,13.56
NGF,KANEOHE BAY MCAF MOKAPU,21.4517,-157.77
NGI,  Ngau,-18.1156,179.3397
NGO,Nagoya Chubu Centrair International Apt,34.8583,136.8053
NGP,CORPUS CHRISTI NAS,27.6931,-97.2914
NGQ,Shiquande,32.5167,80.0667
NGS,Nagasaki,32.917,129.9134
NGU,NORFOLK NAS,36.9377,-76.2893
NGZ,ALAMEDA NAS,37.79,-122.325
NHA,NHATRANG,12.223,109.2001
NHF,NEW HALFA,15.3556,35.7278
NHT,NORTHOLT,51.5531,-0.4183
NHV,Nuku Hiva                               ,-8.7947,-140.2231
NHZ,BRUNSWICK NAS,43.8917,-69.9425
NIB,Nikolai,63.0186,-154.3584
NIC,Nicosia,35.15,33.2772
NID,CHINA LAKE NAWS (ARMITAGE FLD),35.6855,-117.692
NIM,Niamey,13.4817,2.1703
NIN,  Ninilchik,60.0202,-151.5894
NIP,JACKSONVILLE NAS,30.235,-81.6767
NIQ,Niaqornat,70.7917,-53.6667
NIU,Niau                                    ,-16.119,-146.368
NJA,ATSUGI,35.4547,139.4501
NJC,Nizhnevartovsk,60.9483,76.4817
NJF,Al Najaf,31.99,44.403
NJK,EL CENTRO NAF,32.8292,-115.6717
NKC,Nouakchott                              ,18.0956,-15.95
NKG,Nanjing                                 ,31.74,118.86
NKI,Naukiti                                 ,55.85,-133.183
NKM,Nagoya Komaki Airport                   ,35.2555,136.9244
NKT,CHERRY POINT CUNNINGHAM FIELD,34.9009,-76.8807
NKW,DIEGO GARCIA,-7.3133,72.41
NKX,SAN DIEGO-MIRAMAR MCAS,32.8684,-117.1425
NLA,Ndola,-12.9956,28.6656
NLD,Nuevo Laredo,27.4434,-99.5699
NLF,  Darnley Island,-9.5833,143.7667
NLG,Nelson Lagoon,56.0075,-161.1604
NLK,Norfolk Island,-29.0417,167.9383
NLO,KINSHASA/N'DOLO,-4.3167,15.3167
NLT,Xinyuan,43.41,83.36
NLV,MYKOLAIV,47.0581,31.9208
NMA,Namangan,40.9833,71.55
NME,Nightmute,60.471,-164.7008
NMM,MERIDIAN NAS/MC CAIN FIELD,32.5521,-88.5556
NMS,NAMSANG,19.6934,97.2158
NNB,Santa Ana Island,-10.85,162.4622
NNG,Nanning                                 ,22.6167,108.1833
NNL,Nondalton,59.9802,-154.8392
NNM,Naryan-Mar,67.64,53.125
NNT,Nan,18.8078,100.7853
NNU,NANUQUE,-17.8167,-40.3333
NNX,Nunukan                                 ,4.15,117.65
NNY,Nanyang,32.9808,112.6153
NOA,NOWRA,-34.9483,150.5367
NOB,Nosara Beach                            ,9.9765,-85.653
NOC,Knock,53.9103,-8.8185
NOG,NOGALES,31.2261,-110.9758
NOJ,Nojabrsk                                ,63.1833,75.27
NOP,Sinop,42.0158,35.0664
NOS,Nosy-Be                                 ,-13.3181,48.3092
NOU,Noumea Tontouta Apt,-22.0164,166.2161
NOV,Huambo                                  ,-12.8,15.7112
NOZ,Novokuznetsk,53.81,86.8783
NPA,PENSACOLA NAS/F.SHERMAN FLD,30.3533,-87.32
NPE,Napier-Hastings,-39.4658,176.87
NPL,New Plymouth,-39.0086,174.1792
NQN,Neuquen,-38.9489,-68.1558
NQU,Nuqui                                   ,5.7,-77.283
NQX,KEY WEST NAS/BOCA CHICA,24.5817,-81.6928
NQY,Newquay,50.4406,-4.9954
NRA,Narrandera                              ,-34.7028,146.5083
NRD,  Norderney,53.7068,7.2302
NRK,Norrkoping,58.5861,16.2464
NRL,North Ronaldsay                         ,59.3683,-2.4333
NRN,Duesseldorf Weeze Airport               ,51.6024,6.1422
NRR,ROOSEVELT ROADS,18.25,-65.6333
NRT,Tokyo Narita Apt,35.7647,140.3864
NSB,ALICE TOWN/SOUTH BEMINI,25.7,-76.2667
NSH,Now Shahr,36.6633,51.4647
NSI,Yaounde Nsimalen Intl Apt,3.7172,11.5525
NSK,Norilsk                                 ,69.31,87.3333
NSN,Nelson,-41.2983,173.2211
NSO,SCONE,-32.0383,150.8317
NSQ,Nuussuaq,74.11,-57.065
NST,Nakhon Si Thammarat,8.4639,99.9583
NSY,CATANIA/SIGONELLA,37.4033,14.9217
NTB,NOTODDEN,59.5655,9.2123
NTD,POINT MUGU NAS,34.1203,-119.121
NTE,Nantes Atlantique Airport,47.1569,-1.6078
NTG,Nantong                                 ,32.0708,120.9756
NTL,Newcastle Williamtown Apt               ,-32.795,151.835
NTN,Normanton,-17.685,141.0697
NTQ,Wajima,37.2931,136.9619
NTR,MONTERREY/AEROPORTE DEL NORTE,25.8656,-100.2372
NTT,  Niuatoputapu,-15.9767,-173.755
NTX,Natuna,3.9087,108.3879
NTY,Sun City,-25.3335,27.1716
NUA,Nuwara Eliya,6.967,80.767
NUC,SAN CLEMENTE ISLAND NALF,33.0227,-118.5885
NUD,NAHUD,12.6667,28.3333
NUE,Nuremberg,49.4987,11.0669
NUI,Nuiqsut,70.21,-151.0055
NUK,Nukutavake,-19.285,-138.7722
NUL,Nulato,64.7293,-158.0742
NUP,Nunapitchuk,60.9058,-162.4391
NUQ,MOFFET FEDERAL AIRFIELD,37.4161,-122.0491
NUS,Norsup                                  ,-16.0797,167.4006
NUW,WHIDBEY ISLAND NAS,48.3518,-122.6559
NUX,Novy Urengoy,66.07,76.52
NVA,Neiva,2.9506,-75.2939
NVI,Navoi                                   ,40.115,65.1592
NVK,Narvik,68.4369,17.3867
NVP,NOVO ARIPUANA,-5.1175,-60.3644
NVR,KRETCHEVITSY,58.6267,31.3833
NVS,NEVERS/FOURCHAMBAULT,47.0036,3.1108
NVT,Navegantes                              ,-26.8786,-48.6508
NWA,MOHELI,-12.1333,44.4333
NWI,Norwich,52.6758,1.2828
NYA,Nyagan,62.1406,65.3936
NYI,Sunyani,7.3628,-2.3294
NYK,Nanyuki,-0.067,37.033
NYM,Nadym                                   ,65.4817,72.7
NYN,NYNGAN,-31.5531,147.2031
NYO,Stockholm Skavsta Airport               ,58.7886,16.9036
NYT,Nay Pyi Taw                             ,19.6191,96.1999
NYU,Nyaung-U                                ,21.1803,94.9322
NZE,NZEREKORE/KONIA,7.806,-8.7018
NZH,Manzhouli,49.6,117.4333
NZW,SOUTH WEYMOUTH NAS,42.165,-70.94
NZY,NORTH ISLAND/HALSEY FLD NAS,32.6992,-117.2153
OAG,Orange                                  ,-33.3833,149.1317
OAI,Bagram,34.9463,69.265
OAJ,Jacksonville,34.8292,-77.6121
OAK,Oakland International Apt,37.7213,-122.2207
OAL,Cacoal,-11.4339,-61.4825
OAM,OAMARU,-44.97,171.0817
OAX,Oaxaca                                  ,16.9986,-96.726
OBF,OBERPFAFFENHOFEN,48.0831,11.2833
OBI,OBIDOS,-1.9,-55.5333
OBL,ZOERSEL - MIL,51.2656,4.7547
OBN,  Oban,56.4635,-5.3997
OBO,Obihiro,42.7334,143.2172
OBS,AUBENAS/ARDECHE MERIDIONALE,44.5394,4.3717
OBU,Kobuk,66.9123,-156.8973
OBX,  Obo,-7.583,141.317
OBY,Ittoqqortoormiit,70.485,-21.9806
OCC,Coca                                    ,-0.4606,-76.9881
OCV,  Oca�a,8.3151,-73.3583
ODB,CORDOBA,37.842,-4.8489
ODE,ODENSE,55.4767,10.3309
ODH,ODIHAM,51.2336,-0.9414
ODN,Long Seridan                            ,3.967,115.05
ODO,Bodaybo,57.8629,114.2272
ODS,Odesa,46.4269,30.6781
ODW,  Oak Harbor,48.2515,-122.6737
ODX,ORD EVELYN SHARP FLD,41.6244,-98.9522
ODY,Oudomxay                                ,20.6667,102
OEL,OREL YUZHNY,52.9833,36.1
OER,Ornskoldsvik,63.4078,18.9925
OFF,OMAHA/OFFUT,41.1183,-95.9125
OFK,NORFOLK KARL STEFAN MEMORIAL,41.9856,-97.4353
OGD,Ogden Municipal Apt                     ,41.1961,-112.0122
OGG,Kahului,20.8987,-156.4305
OGL,Ogle                                    ,6.8069,-58.1044
OGM,Ustupu Island,8.945,-77.734
OGN,YONAGUNI,24.4656,122.9757
OGS,Ogdensburg,44.6819,-75.4656
OGX,Ouargla,31.9172,5.4128
OGZ,Vladikavkaz,43.205,44.6083
OHA,OHAKEA,-40.2067,175.3869
OHD,Ohrid,41.1799,20.7423
OHE,Mohe                                    ,53.5,122.4
OHH,Okha                                    ,53.62,142.95
OHO,  Okhotsk,59.417,143.05
OHT,KOHAT,33.575,71.4417
OIA,Ourilandia Airport,-6.7613,-51.049
OIM,Oshima,34.7847,139.3614
OIR,OKUSHIRI,42.0717,139.4328
OIT,Oita,33.4794,131.7373
OKA,Okinawa Naha Apt,26.1958,127.6459
OKC,Oklahoma City Will Rogers Apt           ,35.3931,-97.6007
OKD,SAPPORO,43.1175,141.3814
OKE,OKIERABU,27.4317,128.7056
OKH,COTTESMORE,52.7357,-0.6488
OKI,OKI,36.1811,133.3248
OKJ,Okayama,34.7536,133.8581
OKL,Oksibil,-4.833,140.6
OKO,TOKYO YOKOTA AB,35.7532,139.3468
OKR,  Masig Island,-9.7533,143.405
OKS,OSHKOSH GARDEN COUNTY,41.4,-102.35
OKY,OAKEY,-27.4111,151.735
OLA,Orland                                  ,63.6992,9.6039
OLB,Olbia,40.8986,9.5178
OLC,Sao Paula de Olivenca                   ,-3.4709,-68.9585
OLD,OLD TOWN/DEWITT FIELD,44.9542,-68.6794
OLF,Wolf Point,48.0944,-105.5917
OLH,Old Harbor                              ,57.2181,-153.2697
OLJ,  Olpoi,-14.8817,166.5581
OLK,OLEKMINSK,60.3883,120.4717
OLM,OLYMPIA,46.9694,-122.9025
OLP,Olympic Dam,-30.4833,136.8783
OLS,NOGALES INTL,31.4178,-110.8478
OLV,OLIVE BRANCH,34.9789,-89.7869
OLY,OLNEY-NOBLE,38.7219,-88.1764
OMA,Omaha Eppley Airfield                   ,41.3032,-95.8941
OMB,  Omboue,-1.5747,9.2627
OMC,ORMOC,11.0711,124.55
OMD,Oranjemund                              ,-28.5847,16.4467
OME,Nome,64.5122,-165.4452
OMF,MAFRAQ,32.35,36.25
OMH,Urumiyeh                                ,37.6714,45.0692
OMO,INTL AIRPORT MOSTAR,43.2829,17.8459
OMR,Oradea                                  ,47.0253,21.9024
OMS,Omsk                                    ,54.9667,73.31
ONA,KONA,47.0944,-114.3968
ONB,  Ononge,-8.583,147.2
OND,Ondangwa                                ,-17.8772,15.95
ONG,Mornington Island                       ,-16.6667,139.1667
ONJ,Odate Noshiro                           ,40.1919,140.3714
ONL,Oneill,42.4697,-98.6881
ONP,  Newport,44.5804,-124.0579
ONQ,ZONGULDAK/CAYCUMA,41.5158,32.0997
ONT,Ontario LA/Ontario International Apt    ,34.056,-117.6012
ONX,COLON/E.A.JIMENEZ,9.3556,-79.8675
OOK,Toksook Bay                             ,60.5414,-165.0872
OOL,Gold Coast,-28.165,153.505
OOM,Cooma                                   ,-36.3025,148.975
OPF,OPA LOCKA,25.9067,-80.2783
OPO,Porto,41.2356,-8.6781
OPS,Sinop,-11.8733,-55.5733
OPU,Balimo                                  ,-8.05,142.933
OQU,NORTH KINGSTON/QUONSET STATE,41.5971,-71.4121
ORA,ORAN,-23.15,-64.3233
ORB,Orebro,59.2281,15.04
ORD,Chicago O'Hare International Apt        ,41.9786,-87.9048
ORE,ORLEANS/BRICY,47.9878,1.7606
ORF,Norfolk International Apt               ,36.8946,-76.2012
ORG,PARAMARIBO/ZORG EN HOOP,5.8111,-55.1936
ORH,WORCESTER REGIONAL,42.2667,-71.875
ORI,Port Lions,57.8854,-152.8461
ORK,Cork                                    ,51.8414,-8.4911
ORL,ORLANDO/EXECUTIVE,28.5455,-81.3329
ORN,Oran Es Senia Apt                       ,35.6272,-0.6114
ORP,ORAPA,-21.2667,25.3167
ORT,NORTHWAY,62.9613,-141.9292
ORU,Oruro                                   ,-17.9626,-67.0762
ORV,Noorvik,66.8175,-161.0223
ORW,ORMARA,25.3,64.5833
ORX,ORIXIMINA,-1.7667,-55.8667
ORY,Paris Orly Apt                          ,48.7233,2.3794
OSC,OSCODA-WURTSMITH AFB,44.4515,-83.394
OSD,Are/Ostersund,63.1944,14.5003
OSH,OSHKOSH WITTMAN REGIONAL,43.9844,-88.5571
OSI,Osijek                                  ,45.4627,18.8102
OSK,Oskarshamn,57.3519,16.4983
OSL,Oslo Gardermoen Airport,60.2028,11.0839
OSM,Mosul,36.3058,43.1474
OSN,SONGTAN-SI OSAN AB,37.0883,127.03
OSP,SLUPSK REDZIKOWO,54.4789,17.1075
OSR,Ostrava,49.6961,18.1108
OSS,Osh,40.6083,72.7933
OST,OOSTENDE BRUGGE,51.1989,2.8622
OSW,Orsk,51.0717,58.5967
OSY,Namsos                                  ,64.4722,11.5786
OSZ,XXX,54.25,16.25
OTD,Contadora                               ,8.617,-79.033
OTH,North Bend,43.4171,-124.246
OTM,OTTUMWA INDUSTRIAL,41.1066,-92.4479
OTP,Bucharest Henri Coanda Apt,44.571,26.0851
OTR,  Coto 47,8.6016,-82.9686
OTZ,Kotzebue                                ,66.8847,-162.5985
OUA,Ouagadougou,12.3536,-1.5119
OUD,Oujda                                   ,34.7861,-1.9256
OUE,OUESSO,1.6167,16.0333
OUH,OUDTSHOORN,-33.6,22.1833
OUI,BAN HUOEISAY,20.2583,100.4333
OUL,Oulu,64.9292,25.3556
OUR,BATOURI,4.4667,14.3667
OUS,OURINHOS,-22.9661,-49.9114
OUZ,Zouerate,22.7564,-12.4836
OVB,Novosibirsk                             ,55.0117,82.6517
OVD,Asturias                                ,43.5636,-6.0346
OVR,OLAVARRIA,-36.8889,-60.2278
OVS,Sovetsky,61.3667,63.5667
OWB,Owensboro,37.7401,-87.1668
OXB,Bissau                                  ,11.8886,-15.6556
OXF,Oxford,51.8369,-1.32
OXR,  Oxnard,34.2008,-119.2072
OYA,GAL OYA/AMPARAI,7.3367,81.6283
OYE,  Oyem,1.5431,11.5814
OYG,  Moyo,3.633,31.75
OYK,OIAPOQUE,3.8367,-51.83
OZC,Ozamis,8.1807,123.8406
